Experiment,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,LibraryName,SampleType,,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,dbgap_study_accession,Consent,RunHash,ReadHash
vp_0127,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491852,SAMN02378229,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013460.1_1.fastq.gz,s3://mybucket23443243/SRR1013460.1_2.fastq.gz,6286921,1572435741,6286921,250,947,,,simple,,GSM1245203,,,,,,,no,,,,,,public,461A7786C379E448695BB118FE8288E1,3B0B4840B2941CB47AF9DDC331CE83FB
vp_0128,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491853,SAMN02378234,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013461.1_1.fastq.gz,s3://mybucket23443243/SRR1013461.1_2.fastq.gz,11234138,2898296171,11234138,257,1672,,,simple,,GSM1245204,,,,,,,no,,,,,,public,DF100A3B054E350506000D1558F14C0F,75B6634045D5C98F7D2F17E2C15002D4
vp_0129,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491854,SAMN02378237,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013462.1_1.fastq.gz,s3://mybucket23443243/SRR1013462.1_2.fastq.gz,10574242,2730811309,10574242,258,1630,,,simple,,GSM1245205,,,,,,,no,,,,,,public,637D5EBDDF1F1BA39E29F68A5968A6FE,60057A159F0B9473B451A5108D3A338F
vp_0130,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491855,SAMN02378238,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013463.1_1.fastq.gz,s3://mybucket23443243/SRR1013463.1_2.fastq.gz,6967825,1757255534,6967825,252,1055,,,simple,,GSM1245206,,,,,,,no,,,,,,public,9369332C8E35E8A3E1FEECFD41BB541D,1B9865D3F6901066ABEF35ABD82C11D0
vp_0131,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491856,SAMN02378244,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013464.1_1.fastq.gz,s3://mybucket23443243/SRR1013464.1_2.fastq.gz,6763227,1615274022,6763227,238,971,,,simple,,GSM1245207,,,,,,,no,,,,,,public,EE8622DBEBB33AB4ABFB005F57A65FED,595376876146592622444100FE7952C1
vp_0132,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491857,SAMN02378239,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013465.1_1.fastq.gz,s3://mybucket23443243/SRR1013465.1_2.fastq.gz,11959887,2942225359,11959887,246,1766,,,simple,,GSM1245208,,,,,,,no,,,,,,public,A9CB9D65A12E712F4EEB78E17EE5A701,65E1885A175FACB05FEB02C27ECC121B
vp_0133,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491858,SAMN02378243,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013466.1_1.fastq.gz,s3://mybucket23443243/SRR1013466.1_2.fastq.gz,9323168,2345512118,9323168,251,1414,,,simple,,GSM1245209,,,,,,,no,,,,,,public,E105681118F9DB05002171B10058263B,8A86BFC638189C5005385B64151A4B05
vp_0134,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491859,SAMN02378245,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013467.1_1.fastq.gz,s3://mybucket23443243/SRR1013467.1_2.fastq.gz,5509509,1381816113,5509509,250,828,,,simple,,GSM1245210,,,,,,,no,,,,,,public,1965CDAD9AC826277BD3715D2308FA15,AA75136C5A5C3575A6506A8063978145
vp_0135,14/03/2018 5:06,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP135619,PRJNA438186,438186,SRS3040185,SAMN08707692,SRA666370,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,"FOOD-BORNE PATHOGEN OMICS RESEARCH CENTER, FORC",0,0,,,,,,,,s3://mybucket23443243/SRR6831314.1_1.fastq.gz,s3://mybucket23443243/SRR6831314.1_2.fastq.gz,33865137,6840757674,33865137,202,4183,,Contact_Crab_1st,simple,,Contact_Crab_1st,,,,,,,no,,,,,,public,06D3FE1C996EE8DEAA1D1FF3AFAEAE7C,553449D65D2356E26C802E5D9DEE7449
vp_0136,14/03/2018 5:08,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP135619,PRJNA438186,438186,SRS3040186,SAMN08707691,SRA666370,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,"FOOD-BORNE PATHOGEN OMICS RESEARCH CENTER, FORC",0,0,,,,,,,,s3://mybucket23443243/SRR6831313.1_1.fastq.gz,s3://mybucket23443243/SRR6831313.1_2.fastq.gz,40278536,8136264272,40278536,202,4916,,Control_Crab_1st,simple,,Control_Crab_1st,,,,,,,no,,,,,,public,A6AE44173625B2981639BB8955C26277,AFC0C74E76593E5402E3C499C65567C0
vp_0137,14/03/2018 5:05,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP135619,PRJNA438186,438186,SRS3040188,SAMN08707694,SRA666370,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,"FOOD-BORNE PATHOGEN OMICS RESEARCH CENTER, FORC",0,0,,,,,,,,s3://mybucket23443243/SRR6831312.1_1.fastq.gz,s3://mybucket23443243/SRR6831312.1_2.fastq.gz,35779687,7227496774,35779687,202,4382,,Contact_Crab_2nd,simple,,Contact_Crab_2nd,,,,,,,no,,,,,,public,4CEEC2786389741F00FBC9B7775504F2,7C768D6065B08384E0096C1D55E5C073
vp_0138,14/03/2018 5:05,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP135619,PRJNA438186,438186,SRS3040187,SAMN08707693,SRA666370,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,"FOOD-BORNE PATHOGEN OMICS RESEARCH CENTER, FORC",0,0,,,,,,,,s3://mybucket23443243/SRR6831311.1_1.fastq.gz,s3://mybucket23443243/SRR6831311.1_2.fastq.gz,34423960,6953639920,34423960,202,4264,,Control_Crab_2nd,simple,,Control_Crab_2nd,,,,,,,no,,,,,,public,0997CE7E03A3D7F79811C576BBB9A1E0,D2262BC7B465A6DEBE9A50EE227CAB59
vp_0139,22/07/2015 17:04,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina Genome Analyzer IIx,,SRP034713,PRJNA232532,232532,SRS519061,SAMN02485746,SRA122337,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1058062.2.fastq.gz,,32422424,1621121200,0,50,1069,,,simple,,GSM1297676,,,,,,,no,,,,,,public,12CBF400EDE7232E8F398818509EDFFF,D0B54986026858A498880FCE958EFA55
vp_0140,22/07/2015 17:04,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina Genome Analyzer IIx,,SRP034713,PRJNA232532,232532,SRS519062,SAMN02485747,SRA122337,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1058063.2.fastq.gz,,27742178,1387108900,0,50,937,,,simple,,GSM1297677,,,,,,,no,,,,,,public,EF201AB5DB9E21C7B5FD63966513E4BB,BDAB0F109ACAC847B86ED9167F2C92F5
vp_0141,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5457995,SAMN12875940,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207230.1_1.fastq.gz,s3://mybucket23443243/SRR10207230.1_2.fastq.gz,5160140,614659525,5160140,119,206,,,simple,,GSM4101785,,,,,,,no,,,,,,public,0375580C00EECA0CC25DBD51DCF0AFB8,1AD0F5A3A0B81B719DAB30C0A259F08B
vp_0142,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5457996,SAMN12875916,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207231.1_1.fastq.gz,s3://mybucket23443243/SRR10207231.1_2.fastq.gz,5542835,660567973,5542835,119,224,,,simple,,GSM4101786,,,,,,,no,,,,,,public,19B4F14DCB9DCC821A3B69D5A989DA21,034F45F1142C5E76308F706CF29527D0
vp_0143,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458003,SAMN12875917,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207254.1_1.fastq.gz,s3://mybucket23443243/SRR10207254.1_2.fastq.gz,48684576,5792497473,48684576,118,2044,,,simple,,GSM4101809,,,,,,,no,,,,,,public,D8DFBB7A553744D9C2DFB2BCCC663EB3,50A7DBF70740F968B2B79C9FF4F871CA
vp_0144,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458004,SAMN12875963,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207255.1_1.fastq.gz,s3://mybucket23443243/SRR10207255.1_2.fastq.gz,44984634,5350897703,44984634,118,1990,,,simple,,GSM4101810,,,,,,,no,,,,,,public,F3A6BB6B74463459DE8908E8A8831E2E,8126AF22748920E27B3726A235072CAA
vp_0145,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458005,SAMN12875962,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207256.1_1.fastq.gz,s3://mybucket23443243/SRR10207256.1_2.fastq.gz,55994960,6663594967,55994960,119,2507,,,simple,,GSM4101811,,,,,,,no,,,,,,public,BD1FEB1461597362BD41EB494D447640,C5802DC15AE2930FAA60AA87570972B0
vp_0146,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458006,SAMN12875961,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207257.1_1.fastq.gz,s3://mybucket23443243/SRR10207257.1_2.fastq.gz,74018790,17124796743,74018790,231,6230,,,simple,,GSM4101812,,,,,,,no,,,,,,public,737C15A1E52F980E9415A973309045A0,48CBAAEED43184C48CF1F72D418C4DAD
vp_0147,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458007,SAMN12875960,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207258.1_1.fastq.gz,s3://mybucket23443243/SRR10207258.1_2.fastq.gz,82212806,18925463146,82212806,230,6799,,,simple,,GSM4101813,,,,,,,no,,,,,,public,A8291743CCA340FF3DE89F901133EBD9,A3F8E8A8B560D912322FED75FD4EAFDC
vp_0148,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458008,SAMN12875959,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207259.1_1.fastq.gz,s3://mybucket23443243/SRR10207259.1_2.fastq.gz,69559733,15832682975,69559733,227,5653,,,simple,,GSM4101814,,,,,,,no,,,,,,public,C95389F55836A4A28B45ECCC1D8D3928,02E7FAB21724B0BA4CBB2E4F64602E5F
vp_0149,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458009,SAMN12875958,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207260.1_1.fastq.gz,s3://mybucket23443243/SRR10207260.1_2.fastq.gz,115569765,13749208427,115569765,118,4774,,,simple,,GSM4101815,,,,,,,no,,,,,,public,6F357157185FE773D1D49D6B1DB670CC,16BEBE60FE25A8180B4CBD0E805C8CEE
vp_0150,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458010,SAMN12875957,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207261.1_1.fastq.gz,s3://mybucket23443243/SRR10207261.1_2.fastq.gz,72890222,8672710580,72890222,118,3184,,,simple,,GSM4101816,,,,,,,no,,,,,,public,FD2DEB47401D6496735A735CAD05138A,266170953DD9D3BA1935C4A2C60F29B3
vp_0151,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458011,SAMN12875956,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207262.1_1.fastq.gz,s3://mybucket23443243/SRR10207262.1_2.fastq.gz,87725221,10445468307,87725221,119,3937,,,simple,,GSM4101817,,,,,,,no,,,,,,public,6D8094CC15777EFD752EE6A06B47276A,13F143EF04B0E430442A45235731C106
vp_0152,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458012,SAMN12875955,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207263.1_1.fastq.gz,s3://mybucket23443243/SRR10207263.1_2.fastq.gz,165549417,19700330212,165549417,118,7340,,,simple,,GSM4101818,,,,,,,no,,,,,,public,85BD9E2AECAD463C1B2B29952A602D39,FFE5EA9F408BC64DFA05257DB9A3E1B2
vp_0153,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458013,SAMN12875943,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207232.1_1.fastq.gz,s3://mybucket23443243/SRR10207232.1_2.fastq.gz,6546712,780391779,6546712,119,268,,,simple,,GSM4101787,,,,,,,no,,,,,,public,4C38E897981A63B55819C145C8632722,A38D7D189FB72A4726685BAF5AF5337B
vp_0154,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458014,SAMN12875942,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207233.1_1.fastq.gz,s3://mybucket23443243/SRR10207233.1_2.fastq.gz,10588338,2501310200,10588338,236,931,,,simple,,GSM4101788,,,,,,,no,,,,,,public,7700377A239F02AE385602EC2CB22D6D,873F8567E154F45149B51743BF81DA22
vp_0155,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458015,SAMN12875941,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207234.1_1.fastq.gz,s3://mybucket23443243/SRR10207234.1_2.fastq.gz,11630350,2740943497,11630350,235,1008,,,simple,,GSM4101789,,,,,,,no,,,,,,public,2A7A49864BC8F98E88DB6055A0862F13,28DE6B0519A4824E2BA3297AF7003B00
vp_0156,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458016,SAMN12875939,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207235.1_1.fastq.gz,s3://mybucket23443243/SRR10207235.1_2.fastq.gz,10393369,2471654384,10393369,237,911,,,simple,,GSM4101790,,,,,,,no,,,,,,public,32443B6440CD6D5A09508D5E67BE6123,F39F43CA1EC43DC561F871071F83D5F4
vp_0157,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458017,SAMN12875938,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207236.1_1.fastq.gz,s3://mybucket23443243/SRR10207236.1_2.fastq.gz,5448265,648776603,5448265,119,218,,,simple,,GSM4101791,,,,,,,no,,,,,,public,576FEA0185E217F5C913ECAC2C45A8B3,E6CD751F622A225F945A469B21438803
vp_0158,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458018,SAMN12875937,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207237.1_1.fastq.gz,s3://mybucket23443243/SRR10207237.1_2.fastq.gz,4921845,586073341,4921845,119,200,,,simple,,GSM4101792,,,,,,,no,,,,,,public,5ABE0ECD1EC64A1A426C3109A52CF401,34AC2B0ACBCFB167CB16B0567CAEB6D0
vp_0159,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458019,SAMN12875936,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207238.1_1.fastq.gz,s3://mybucket23443243/SRR10207238.1_2.fastq.gz,5746182,684218490,5746182,119,231,,,simple,,GSM4101793,,,,,,,no,,,,,,public,DE684619FD462AEED7B7BDE0E9A0AE43,9A08BCF1BA38126B630442812877A8D9
vp_0160,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458020,SAMN12875935,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207239.1_1.fastq.gz,s3://mybucket23443243/SRR10207239.1_2.fastq.gz,3891983,463051672,3891983,118,153,,,simple,,GSM4101794,,,,,,,no,,,,,,public,E489C785CFBA1B0A919AA4EC6B925737,696F7C378EB33BAB60BA243BBD23AE97
vp_0161,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458021,SAMN12875934,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207240.1_1.fastq.gz,s3://mybucket23443243/SRR10207240.1_2.fastq.gz,640516,76278494,640516,119,26,,,simple,,GSM4101795,,,,,,,no,,,,,,public,00B1629E4883191899F51D76BD9FEF0C,F6484146780EA35AB9AC0163ADA57CE6
vp_0162,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458022,SAMN12875933,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207241.1_1.fastq.gz,s3://mybucket23443243/SRR10207241.1_2.fastq.gz,68270765,8130922744,68270765,119,2750,,,simple,,GSM4101796,,,,,,,no,,,,,,public,C3B4E95712C1831A0CE0FEDE02BB04B5,8158E886EB77E67BF9A0D1E524E7FDC6
vp_0163,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458029,SAMN12875954,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207264.1_1.fastq.gz,s3://mybucket23443243/SRR10207264.1_2.fastq.gz,51406180,6119475342,51406180,119,2112,,,simple,,GSM4101819,,,,,,,no,,,,,,public,88405AE929914E792F51AAAC60BB1343,843D850D73031DEB701F1D433B906EA7
vp_0164,11/09/2020 16:53,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP223768,PRJNA575028,575028,SRS5458030,SAMN12875953,SRA970218,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR10207265.1_1.fastq.gz,s3://mybucket23443243/SRR10207265.1_2.fastq.gz,39593080,4712551081,39593080,119,1763,,,simple,,GSM4101820,,,,,,,no,,,,,,public,BF03B609EFC242320434B34C189D2336,4A273093E1560E87D319F0AB11115F5B
vp_0165,31/10/2020 0:28,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2000,,SRP234748,PRJNA593659,593659,SRS5763269,SAMN13482950,SRA1006614,RNA-Seq,PCR,TRANSCRIPTOMIC,,ZHEJIANG WANLI UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR10588942.1_1.fastq.gz,s3://mybucket23443243/SRR10588942.1_2.fastq.gz,3600635,1087391770,3600635,302,402,,CK-Vp1,simple,,pulsed light treatment,,,,,,,no,,,,,,public,4672C372022E91B5F01CCB6C14437D49,42EB15C3F61C69BA5DE283587DBC11B8
vp_0166,31/10/2020 0:28,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2000,,SRP234748,PRJNA593659,593659,SRS5763269,SAMN13482950,SRA1006614,RNA-Seq,PCR,TRANSCRIPTOMIC,,ZHEJIANG WANLI UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR10588941.1_1.fastq.gz,s3://mybucket23443243/SRR10588941.1_2.fastq.gz,3284975,992062450,3284975,302,361,,CK-Vp2,simple,,pulsed light treatment,,,,,,,no,,,,,,public,C3C79A24491FD88779B51DBD700D5A9B,95EDADC1EB22840C03D22AAB0CBAFC8A
vp_0167,31/10/2020 0:28,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2000,,SRP234748,PRJNA593659,593659,SRS5763269,SAMN13482950,SRA1006614,RNA-Seq,PCR,TRANSCRIPTOMIC,,ZHEJIANG WANLI UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR10588940.1_1.fastq.gz,s3://mybucket23443243/SRR10588940.1_2.fastq.gz,3415729,1031550158,3415729,302,378,,CK-Vp3,simple,,pulsed light treatment,,,,,,,no,,,,,,public,E8A7635EBAC711E66EF54E7CC752ECAF,2EDEC3B3BADC15B2D871DC7D2C39CE21
vp_0168,31/10/2020 0:28,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2000,,SRP234748,PRJNA593659,593659,SRS5763269,SAMN13482950,SRA1006614,RNA-Seq,PCR,TRANSCRIPTOMIC,,ZHEJIANG WANLI UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR10588939.1_1.fastq.gz,s3://mybucket23443243/SRR10588939.1_2.fastq.gz,3377452,1019990504,3377452,302,367,,PL-Vp1,simple,,pulsed light treatment,,,,,,,no,,,,,,public,5723E2413F8FDB7E49D7FEEC4055EC35,5A3BE4AA78703CE02A5EDCF2C60EB70A
vp_0169,31/10/2020 0:28,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2000,,SRP234748,PRJNA593659,593659,SRS5763269,SAMN13482950,SRA1006614,RNA-Seq,PCR,TRANSCRIPTOMIC,,ZHEJIANG WANLI UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR10588938.1_1.fastq.gz,s3://mybucket23443243/SRR10588938.1_2.fastq.gz,3493575,1055059650,3493575,302,393,,PL-Vp2,simple,,pulsed light treatment,,,,,,,no,,,,,,public,82FB440B83345FF911466657A0B7D7C5,099C3ADC68DA20782717E9E540D8C037
